"gRaw","tRaw","gVal","tVal","type","readTime","sensorTime","estDriftMin","estDriftMax","estTimeStamp","sensorID"
"1430","23248","11.658371","37.711502","1","1514300046","327960","0","0","1514285646","M0002C2ZU4"
"1557","23104","12.937778","37.99547","1","1514300046","327960","0","0","1514286546","M0002C2ZU4"
"1722","39408","14.599999","38.15323","1","1514300046","327960","0","0","1514287446","M0002C2ZU4"
"1914","22924","16.534222","38.35043","1","1514300046","327960","0","0","1514288346","M0002C2ZU4"
"2044","39056","17.843851","38.847374","1","1514300046","327960","0","0","1514289246","M0002C2ZU4"
"2069","22872","18.095705","38.452972","1","1514300046","327960","0","0","1514290146","M0002C2ZU4"
"0","23296","-2.7475557","37.616844","1","1514300046","327960","0","0","1514291046","M0002C2ZU4"
"2097","0","18.377779","43.17","1","1514300046","327960","0","0","1514291946","M0002C2ZU4"
"2188","23412","19.294518","37.388092","1","1514300046","327960","0","0","1514292846","M0002C2ZU4"
"2261","23424","20.029928","37.36443","1","1514300046","327960","0","0","1514293746","M0002C2ZU4"
"2084","23572","18.246817","37.072575","1","1514300046","327960","0","0","1514294646","M0002C2ZU4"
"1863","23488","16.020445","37.23822","1","1514300046","327960","0","0","1514295546","M0002C2ZU4"
"1648","23336","13.854519","37.537964","1","1514300046","327960","0","0","1514296446","M0002C2ZU4"
"1410","23308","11.45689","37.59318","1","1514300046","327960","0","0","1514297346","M0002C2ZU4"
"1111","23280","8.444742","37.6484","1","1514300046","327960","0","0","1514298246","M0002C2ZU4"
"1255","24844","9.895409","26.486877","0","1514300046","327960","0","0","1514299146","M0002C2ZU4"
"1256","8516","9.905482","26.376446","0","1514300046","327960","0","0","1514299206","M0002C2ZU4"
"1260","25000","9.945779","26.179245","0","1514300046","327960","0","0","1514299266","M0002C2ZU4"
"1265","25056","9.996149","26.068813","0","1514300046","327960","0","0","1514299326","M0002C2ZU4"
"1261","25084","9.9558525","26.013597","0","1514300046","327960","0","0","1514299386","M0002C2ZU4"
"1258","24956","9.925631","26.266014","0","1514300046","327960","0","0","1514299446","M0002C2ZU4"
"1254","24900","9.885334","26.376446","0","1514300046","327960","0","0","1514299506","M0002C2ZU4"
"1247","24832","9.8148155","26.510542","0","1514300046","327960","0","0","1514299566","M0002C2ZU4"
"1240","24792","9.744297","26.58942","0","1514300046","327960","0","0","1514299626","M0002C2ZU4"
"1231","24820","9.65363","26.534204","0","1514300046","327960","0","0","1514299686","M0002C2ZU4"
"1231","24804","9.65363","26.565758","0","1514300046","327960","0","0","1514299746","M0002C2ZU4"
"1231","24872","9.65363","26.431662","0","1514300046","327960","0","0","1514299806","M0002C2ZU4"
"1230","24968","9.643557","26.24235","0","1514300046","327960","0","0","1514299866","M0002C2ZU4"
"1229","24924","9.633482","26.329117","0","1514300046","327960","0","0","1514299926","M0002C2ZU4"
"1233","24976","9.673779","26.226574","0","1514300046","327960","0","0","1514299986","M0002C2ZU4"
"1231","24992","9.65363","26.19502","0","1514300046","327960","0","0","1514300046","M0002C2ZU4"
"1219","8276","9.532742","26.849726","1","1514297896","0","0","0","1514268196","M0002C2ZU4"
"1234","25088","9.683853","26.005709","1","1514297896","0","0","0","1514269096","M0002C2ZU4"
"1266","40792","10.006223","35.42398","1","1514297896","0","0","0","1514269996","M0002C2ZU4"
"1295","23916","10.298371","36.394207","1","1514297896","0","0","0","1514270896","M0002C2ZU4"
"1269","23856","10.036445","36.512527","1","1514297896","0","0","0","1514271796","M0002C2ZU4"
"1219","40732","9.532742","35.5423","1","1514297896","0","0","0","1514272696","M0002C2ZU4"
"1290","24264","10.248001","35.70795","1","1514297896","0","0","0","1514273596","M0002C2ZU4"
"1356","23592","10.9128895","37.033134","1","1514297896","0","0","0","1514274496","M0002C2ZU4"
"1310","23736","10.449482","36.749165","1","1514297896","0","0","0","1514275396","M0002C2ZU4"
"1228","0","9.623409","43.17","1","1514297896","0","0","0","1514276296","M0002C2ZU4"
"1153","40916","8.867853","35.179455","1","1514297896","0","0","0","1514277196","M0002C2ZU4"
"1124","24712","8.575704","26.74718","1","1514297896","0","0","0","1514278096","M0002C2ZU4"
"1341","23996","10.761779","36.236446","1","1514297896","0","0","0","1514278996","M0002C2ZU4"
"1351","23356","10.86252","37.498528","1","1514297896","0","0","0","1514279896","M0002C2ZU4"
"1430","23248","11.658371","37.711502","1","1514297896","0","0","0","1514280796","M0002C2ZU4"
"1557","23104","12.937778","37.99547","1","1514297896","0","0","0","1514281696","M0002C2ZU4"
"1722","39408","14.599999","38.15323","1","1514297896","0","0","0","1514282596","M0002C2ZU4"
"1914","22924","16.534222","38.35043","1","1514297896","0","0","0","1514283496","M0002C2ZU4"
"2044","39056","17.843851","38.847374","1","1514297896","0","0","0","1514284396","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514297896","0","0","0","1514285296","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514297896","0","0","0","1514286196","M0002C2ZU4"
"2097","0","18.377779","43.17","1","1514297896","0","0","0","1514287096","M0002C2ZU4"
"2188","23412","19.294518","37.388092","1","1514297896","0","0","0","1514287996","M0002C2ZU4"
"2261","23424","20.029928","37.36443","1","1514297896","0","0","0","1514288896","M0002C2ZU4"
"2084","23572","18.246817","37.072575","1","1514297896","0","0","0","1514289796","M0002C2ZU4"
"1863","23488","16.020445","37.23822","1","1514297896","0","0","0","1514290696","M0002C2ZU4"
"1648","23336","13.854519","37.537964","1","1514297896","0","0","0","1514291596","M0002C2ZU4"
"1410","23308","11.45689","37.59318","1","1514297896","0","0","0","1514292496","M0002C2ZU4"
"1111","23280","8.444742","37.6484","1","1514297896","0","0","0","1514293396","M0002C2ZU4"
"952","23296","6.842964","37.616844","1","1514297896","0","0","0","1514294296","M0002C2ZU4"
"928","23260","6.6011863","37.68784","1","1514297896","0","0","0","1514295196","M0002C2ZU4"
"1026","38840","7.588445","39.273327","1","1514297896","0","0","0","1514296096","M0002C2ZU4"
"1246","24670","9.804742","26.830006","0","1514297896","0","0","0","1514296996","M0002C2ZU4"
"0","24576","-2.7475557","27.015373","0","1514297896","0","0","0","1514297056","M0002C2ZU4"
"1246","0","9.804742","43.17","0","1514297896","0","0","0","1514297116","M0002C2ZU4"
"1240","24596","9.744297","26.975933","0","1514297896","0","0","0","1514297176","M0002C2ZU4"
"1237","24624","9.714075","26.920717","0","1514297896","0","0","0","1514297236","M0002C2ZU4"
"1236","8256","9.704","26.889166","0","1514297896","0","0","0","1514297296","M0002C2ZU4"
"1236","24680","9.704","26.810286","0","1514297896","0","0","0","1514297356","M0002C2ZU4"
"1231","24736","9.65363","26.699854","0","1514297896","0","0","0","1514297416","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514297896","0","0","0","1514297476","M0002C2ZU4"
"1229","20","9.633482","43.130558","0","1514297896","0","0","0","1514297536","M0002C2ZU4"
"1229","24636","9.633482","26.897053","0","1514297896","0","0","0","1514297596","M0002C2ZU4"
"1225","8264","9.593186","26.873388","0","1514297896","0","0","0","1514297656","M0002C2ZU4"
"1225","8252","9.593186","26.897053","0","1514297896","0","0","0","1514297716","M0002C2ZU4"
"1221","8332","9.55289","26.739294","0","1514297896","0","0","0","1514297776","M0002C2ZU4"
"1218","8324","9.522668","26.75507","0","1514297896","0","0","0","1514297836","M0002C2ZU4"
"1222","8276","9.5629635","26.849726","0","1514297896","0","0","0","1514297896","M0002C2ZU4"
"1228","24168","9.623409","35.897263","1","1514297887","325800","0","0","1514268187","M0002C2ZU4"
"1153","40916","8.867853","35.179455","1","1514297887","325800","0","0","1514269087","M0002C2ZU4"
"1124","24712","8.575704","26.74718","1","1514297887","325800","0","0","1514269987","M0002C2ZU4"
"1341","23996","10.761779","36.236446","1","1514297887","325800","0","0","1514270887","M0002C2ZU4"
"1351","23356","10.86252","37.498528","1","1514297887","325800","0","0","1514271787","M0002C2ZU4"
"1430","23248","11.658371","37.711502","1","1514297887","325800","0","0","1514272687","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514297887","325800","0","0","1514273587","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514297887","325800","0","0","1514274487","M0002C2ZU4"
"1914","0","16.534222","43.17","1","1514297887","325800","0","0","1514275387","M0002C2ZU4"
"0","24680","-2.7475557","26.810286","0","1514297887","325800","0","0","1514296987","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514297887","325800","0","0","1514297047","M0002C2ZU4"
"1231","24604","9.65363","26.960157","0","1514297887","325800","0","0","1514297107","M0002C2ZU4"
"0","8192","-2.7475557","27.015373","0","1514297887","325800","0","0","1514297167","M0002C2ZU4"
"1229","0","9.633482","43.17","0","1514297887","325800","0","0","1514297227","M0002C2ZU4"
"1225","8264","9.593186","26.873388","0","1514297887","325800","0","0","1514297287","M0002C2ZU4"
"1225","8252","9.593186","26.897053","0","1514297887","325800","0","0","1514297347","M0002C2ZU4"
"1221","8332","9.55289","26.739294","0","1514297887","325800","0","0","1514297407","M0002C2ZU4"
"1218","8324","9.522668","26.75507","0","1514297887","325800","0","0","1514297467","M0002C2ZU4"
